id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,house_age,renovated,living_to_lot_ratio,bath_per_bed,rooms_per_floor
8079040320,288,430000,4,3.0,1850,9976,2.0,0,0,3,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542,34,0,0.185426480906084,0.6,3.4825870646766175
1516000055,221,650000,3,2.25,2150,21235,1.0,0,3,4,8,1590,560,1959,0,98166,47.4336,-122.339,2570,18900,66,0,0.1012431719721228,0.5625,5.198019801980198
9558200045,118,289000,3,1.75,1260,8400,1.0,0,0,3,7,1260,0,1954,0,98148,47.4366,-122.335,1290,8750,71,0,0.14998214498274015,0.4375,4.702970297029703
5072410070,172,505000,3,1.75,2519,8690,2.0,0,0,5,8,2519,0,1973,0,98166,47.4428,-122.344,2500,9500,52,0,0.28984006443447247,0.4375,2.3631840796019903
9528102996,218,549000,3,1.75,1540,1044,3.0,0,0,3,8,1540,0,2014,0,98115,47.6765,-122.32,1580,3090,11,0,1.4736842105263157,0.4375,1.5780730897009967
1189001180,32,425000,3,2.25,1660,6000,1.0,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.297,1440,4080,46,0,0.2766205632394601,0.5625,5.198019801980198
3253500160,202,317625,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000,100,0,0.7270341207349081,0.6875,3.80794701986755
3394100030,130,975000,4,2.5,2720,11049,2.0,0,0,3,10,2720,0,1989,0,98004,47.5815,-122.192,2750,11049,36,0,0.24615384615384617,0.5,3.2338308457711444
3717000160,160,287000,4,2.5,2240,4648,2.0,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557,20,0,0.4818240481824048,0.5,3.2338308457711444
1274500060,115,204000,3,1.0,1000,12070,1.0,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635,57,0,0.08284317786430287,0.25,3.9603960396039604
1802000060,41,1325000,5,2.25,3200,20158,1.0,0,0,3,8,1600,1600,1965,0,98004,47.6303,-122.215,3390,20158,60,0,0.15873803264050795,0.375,7.178217821782178
1525059190,133,1040000,5,3.25,4770,50094,1.0,0,0,4,11,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917,52,0,0.0952190837408923,0.5416666666666666,8.168316831683168
1049000060,242,325000,3,2.0,1260,5612,1.0,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745,53,0,0.2244788882950294,0.5,4.9504950495049505
8820901275,39,571000,4,2.0,2750,7807,1.5,0,0,5,7,2250,500,1916,0,98125,47.7168,-122.287,1510,7807,109,0,0.352202868852459,0.4,3.9735099337748343
5416510140,69,360000,4,2.5,2380,5000,2.0,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036,2420,5000,20,0,0.47590481903619275,0.5,3.2338308457711444
3444100400,309,349000,3,1.75,1790,50529,1.0,0,0,5,7,1090,700,1965,0,98042,47.3511,-122.073,1940,50529,60,0,0.03542450029685335,0.4375,4.702970297029703
3276920270,187,832500,4,4.0,3430,35102,2.0,0,0,4,10,2390,1040,1986,0,98075,47.5822,-121.987,3240,35020,39,0,0.09771244622966697,0.8,3.9800995024875627
4036801170,164,380000,4,1.75,1760,7300,1.0,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125,1680,7500,69,0,0.24106286810026023,0.35,5.693069306930693
2391600320,344,480000,3,1.0,1040,5060,1.0,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.394,890,5060,84,0,0.20549298557597312,0.25,3.9603960396039604
6300000287,38,410000,3,1.0,1410,5060,1.0,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693,69,0,0.27860106698280973,0.25,3.9603960396039604
1531000030,316,720000,4,2.5,3450,39683,2.0,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750,23,0,0.08693680072573329,0.5,3.2338308457711444
5104520400,213,390000,3,2.5,2350,5100,2.0,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363,22,0,0.46069398157224073,0.625,2.736318407960199
7437100340,233,360000,4,2.5,1900,5889,2.0,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405,33,0,0.3225806451612903,0.5,3.2338308457711444
9418400240,179,355000,2,1.0,2020,6720,1.0,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720,77,0,0.30055051331647076,0.3333333333333333,2.9702970297029703
1523059105,263,356000,3,1.5,1680,8712,1.0,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,61,0,0.19281533340984736,0.375,4.455445544554456
1133000671,31,315000,3,1.0,960,6634,1.0,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203,73,0,0.14468726450640543,0.25,3.9603960396039604
4232902595,196,940000,3,1.5,2140,3600,2.0,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,100,0,0.5942793668425438,0.375,2.238805970149254
2599001200,185,305000,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,64,0,0.31662897274134033,0.375,4.801324503311259
3342103156,47,461000,3,3.25,2770,6278,2.0,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,19,0,0.441153049848702,0.8125,3.109452736318408
1332700270,17,215000,2,2.25,1610,2040,2.0,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,46,0,0.788829005389515,0.75,2.1144278606965177
3869900162,125,335000,2,1.75,1030,1066,2.0,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106,19,0,0.9653233364573571,0.5833333333333334,1.865671641791045
2791500270,20,243500,4,2.5,1980,7403,2.0,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.372,1980,7510,37,0,0.26742301458670986,0.5,3.2338308457711444
5036300431,304,1099880,5,2.75,3520,6353,2.0,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,24,0,0.5539817437834434,0.4583333333333333,3.8557213930348264
4168000060,291,153000,3,1.0,1200,10500,1.0,0,0,3,7,1200,0,1962,0,98023,47.322,-122.351,1350,10500,63,0,0.1142748309684792,0.25,3.9603960396039604
6021501535,84,430000,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,86,0,0.31593681263747253,0.375,4.455445544554456
6021501535,234,700000,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,86,0,0.31593681263747253,0.375,4.455445544554456
1483300570,129,905000,4,2.5,3300,10250,1.0,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,79,1,0.3219198127011999,0.5,6.435643564356436
3422049190,323,247500,3,1.75,1960,15681,1.0,0,0,3,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616,58,0,0.12498405815584747,0.4375,4.702970297029703
1099611230,133,199000,4,1.5,1160,6400,1.0,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.378,1160,6400,50,0,0.18122168411185752,0.3,5.445544554455446
722079104,70,314000,3,1.75,1810,41800,1.0,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036,45,0,0.0433003995119734,0.4375,4.702970297029703
7338200240,14,437500,3,2.5,2320,36847,2.0,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,33,0,0.06296135475466783,0.625,2.736318407960199
1952200240,40,850830,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500,115,0,0.15632079746261893,0.625,3.642384105960265
5200100125,178,555000,3,2.0,1980,3478,1.5,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.372,1610,3478,96,0,0.5691290600747341,0.5,3.3112582781456954
7214720075,223,699950,3,2.25,2190,107593,2.0,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,42,0,0.020354294849155158,0.5625,2.611940298507463
2450000295,158,1088000,3,2.5,2920,8113,2.0,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,75,1,0.3598718264727631,0.625,2.736318407960199
6197800045,145,290000,3,1.0,1210,33919,1.0,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,71,0,0.03567216981132076,0.25,3.9603960396039604
1328310370,326,375000,3,2.5,2340,10005,1.0,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162,47,0,0.2338596841894863,0.625,5.445544554455446
546000875,21,460000,3,1.0,1670,4005,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,86,0,0.41687468796804794,0.25,2.6490066225165565
3530510041,82,188500,2,1.75,1240,2493,1.0,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,40,0,0.4971932638331997,0.5833333333333334,3.712871287128713
1853000400,298,680000,4,2.5,3140,28037,2.0,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001,34,0,0.11199086953420358,0.5,3.2338308457711444
3134100116,117,470000,5,1.75,2030,12342,2.0,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,83,0,0.16446568905452483,0.2916666666666667,3.3582089552238807
9545230140,84,597750,4,2.5,2310,9624,2.0,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,41,0,0.24,0.5,3.2338308457711444
3362400511,297,570000,3,1.75,1260,3328,1.0,0,0,5,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536,120,0,0.378492039651547,0.4375,4.702970297029703
2525310310,137,272500,3,1.75,1540,12600,1.0,0,0,4,7,1160,380,1980,0,98038,47.3624,-122.031,1540,11656,45,0,0.12221252281564955,0.4375,4.702970297029703
6126500060,206,329950,3,1.75,2080,5969,1.0,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,54,0,0.34840871021775544,0.4375,4.702970297029703
8961960160,179,480000,4,2.5,3230,16171,2.0,0,3,3,9,2520,710,2001,0,98001,47.3183,-122.253,2640,8517,24,0,0.19972792480831067,0.5,3.2338308457711444
3626039325,203,740500,3,3.5,4380,6350,2.0,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350,125,1,0.6896551724137931,0.875,3.2338308457711444
3362400431,55,518500,3,3.5,1590,1102,3.0,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166,15,0,1.441523118766999,0.875,2.159468438538206
4060000240,52,205425,2,1.0,880,6780,1.0,0,0,4,6,880,0,1945,0,98178,47.5009,-122.248,1190,6780,80,0,0.1297743695620115,0.3333333333333333,2.9702970297029703
3454800060,245,171800,4,2.0,1570,9600,1.0,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,75,0,0.16352463285074473,0.4,5.9405940594059405
1695900060,365,535000,4,1.0,1610,2982,1.5,0,0,4,7,1610,0,1925,0,98144,47.587,-122.294,1610,4040,100,0,0.5397251089507208,0.2,3.3112582781456954
7278700070,241,660000,3,2.5,2400,6474,1.0,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.386,2340,10856,61,0,0.37065637065637064,0.625,5.445544554455446
6675500070,201,391500,3,2.0,1450,9132,1.0,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,38,0,0.15876491842767984,0.5,4.9504950495049505
3626039187,330,395000,2,1.0,770,6000,1.0,0,0,3,6,770,0,1953,0,98117,47.6999,-122.364,1710,6000,72,0,0.12831194800866522,0.3333333333333333,2.9702970297029703
3524049083,186,445000,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,98118,47.5299,-122.266,1850,4400,101,0,0.47716428084526247,0.35,3.80794701986755
3275860240,47,770000,3,2.25,2910,10204,2.0,0,0,3,9,2910,0,1990,0,98052,47.6897,-122.098,2700,13992,35,0,0.2851543361097501,0.5625,2.611940298507463
4389200955,295,1450000,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,1914,1992,98004,47.6141,-122.212,3060,11275,111,1,0.15458122540753233,0.55,4.470198675496689
4058801670,76,445000,3,2.25,2100,8201,1.0,0,2,3,8,1620,480,1967,0,98178,47.5091,-122.244,2660,8712,58,0,0.25603511338697876,0.5625,5.198019801980198
8732020310,76,260000,4,2.25,2160,8811,1.0,0,0,3,8,1360,800,1978,0,98023,47.3129,-122.39,2090,8400,47,0,0.2451202905129369,0.45,6.188118811881188
2331300505,42,822500,5,3.5,2320,4960,2.0,0,0,5,7,1720,600,1926,0,98103,47.6763,-122.352,1700,4960,99,0,0.4676476516831284,0.5833333333333334,4.228855721393035
7853210060,330,430000,4,2.5,2070,4310,2.0,0,0,3,7,2070,0,2004,0,98065,47.5319,-121.85,1970,3748,21,0,0.4801670146137787,0.5,3.2338308457711444
3668000070,242,212000,3,1.75,1060,7875,1.0,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152,1420,7680,39,0,0.1345860843067547,0.4375,4.702970297029703
9545240070,352,660500,4,2.25,2010,9603,1.0,0,0,3,8,1440,570,1986,0,98027,47.5343,-122.054,2060,9793,39,0,0.20928779675135362,0.45,6.188118811881188
1243100136,41,784000,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,1989,0,98052,47.697,-122.072,2480,88500,36,0,0.03556027692002989,0.875,4.304635761589404
8929000270,10,453246,3,2.5,2010,2287,2.0,0,0,3,8,1390,620,2014,0,98029,47.5517,-121.998,1690,1662,11,0,0.8784965034965035,0.625,2.736318407960199
2767602356,261,675000,4,3.5,2140,2278,3.0,0,0,3,9,2140,0,2005,0,98107,47.6734,-122.38,1540,2285,20,0,0.9390083369899078,0.7,2.4916943521594686
921049315,103,199000,3,1.75,1320,17390,1.0,0,0,4,7,1320,0,1956,0,98003,47.3257,-122.296,1550,19265,69,0,0.07590132827324478,0.4375,4.702970297029703
3655000070,95,220000,4,1.75,2020,7840,1.0,0,0,3,7,1010,1010,1968,0,98003,47.3309,-122.299,1750,8140,57,0,0.2576202015049101,0.35,5.693069306930693
4027700812,27,452000,4,2.25,2590,10002,1.0,0,0,4,8,1340,1250,1968,0,98028,47.7689,-122.266,1550,10436,57,0,0.25892232330300907,0.45,6.188118811881188
3992700335,66,382500,2,1.0,1190,4440,1.0,0,0,3,6,1190,0,1981,0,98125,47.7135,-122.287,1060,5715,44,0,0.26795766719207387,0.3333333333333333,2.9702970297029703
2767603505,5,519950,3,2.25,1170,1249,3.0,0,0,3,8,1170,0,2014,0,98107,47.6722,-122.381,1350,1310,11,0,0.936,0.5625,1.7441860465116281
4232901525,56,665000,2,1.0,1110,3200,1.0,0,0,3,7,1110,0,1925,0,98119,47.6338,-122.358,1170,3600,100,0,0.3467666354264292,0.3333333333333333,2.9702970297029703
1777500060,67,527700,5,2.5,2820,9375,1.0,0,0,4,8,1550,1270,1968,0,98006,47.5707,-122.128,2820,9375,57,0,0.3007679180887372,0.4166666666666667,7.425742574257426
1432900240,362,205000,3,1.0,1610,8579,1.0,0,0,4,7,1010,600,1962,0,98058,47.4563,-122.171,1610,8579,63,0,0.18764568764568765,0.25,3.9603960396039604
6140100875,339,420000,3,1.0,1060,8097,1.0,0,0,4,7,940,120,1923,0,98133,47.7144,-122.351,1560,7940,102,0,0.13089651765868116,0.25,3.9603960396039604
6071600370,292,500000,4,2.25,2030,8517,1.0,0,0,4,8,1380,650,1961,0,98006,47.5495,-122.174,2230,8824,64,0,0.23831885419112467,0.45,6.188118811881188
1526069017,214,921500,4,2.5,3670,315374,2.0,0,0,4,9,3670,0,1994,0,98077,47.7421,-122.026,2840,87991,31,0,0.011636940150614348,0.5,3.2338308457711444
809001525,54,890000,4,1.0,2550,4000,2.0,0,0,3,8,2370,180,1905,0,98109,47.6354,-122.353,2200,4000,120,0,0.6373406648337916,0.2,2.4875621890547266
3224079105,96,430000,2,2.5,2420,60984,2.0,0,0,3,7,2420,0,2007,0,98027,47.5262,-121.943,1940,193842,18,0,0.03968188898909568,0.8333333333333334,2.238805970149254
8075400570,181,258000,5,2.0,2260,12500,1.0,0,0,4,8,1130,1130,1960,0,98032,47.3887,-122.286,1360,18000,65,0,0.18078553715702744,0.3333333333333333,6.930693069306931
1994200024,186,511000,3,1.0,1430,3455,1.0,0,0,3,7,980,450,1947,0,98103,47.6873,-122.336,1450,4599,78,0,0.41377314814814814,0.25,3.9603960396039604
3362900810,110,532170,3,2.0,1360,3090,2.0,0,0,3,8,1360,0,1990,0,98103,47.6838,-122.353,1500,3090,35,0,0.43998705920414105,0.5,2.4875621890547266
1324300398,333,560000,3,1.0,1110,5000,1.5,0,0,3,7,1110,0,1947,0,98107,47.655,-122.359,1420,5000,78,0,0.22195560887822435,0.25,2.6490066225165565
537000445,324,282950,3,1.0,1250,8200,1.0,0,0,4,7,1250,0,1954,0,98003,47.3255,-122.304,1680,8633,71,0,0.15242043653213022,0.25,3.9603960396039604
7855801670,325,2250000,4,3.25,5180,19850,2.0,0,3,3,12,3540,1640,2006,0,98006,47.562,-122.162,3160,9750,19,0,0.2609440330461941,0.65,3.606965174129354
